N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
537051,5/12/2020,15708,United Kingdom,158,"350,68"
563504,17/8/2021,16218,United Kingdom,196,"454,72"
C538806,14/12/2020,15181,United Kingdom,-1,"-4,25"
580776,6/12/2021,14562,United Kingdom,96,"262,12"
C554517,24/5/2021,15434,United Kingdom,-9,"-44,00"
571281,16/10/2021,14088,United Kingdom,1624,"8132,31"
577406,20/11/2021,12702,Germany,53,"219,00"
577146,18/11/2021,16414,United Kingdom,11,"75,45"
551824,4/5/2021,15128,United Kingdom,360,"483,70"
558713,1/7/2021,15483,United Kingdom,122,"69,02"
551993,5/5/2021,14697,United Kingdom,107,"99,21"
549972,13/4/2021,13408,United Kingdom,186,"408,90"
C569908,6/10/2021,16782,United Kingdom,-2,"-5,90"
572851,26/10/2021,16013,United Kingdom,198,"476,10"
559168,6/7/2021,13263,United Kingdom,76,"145,96"
568673,28/9/2021,16182,United Kingdom,991,"1773,65"
557643,21/6/2021,,United Kingdom,62,"502,32"
550185,14/4/2021,17142,United Kingdom,81,"579,00"
C550969,21/4/2021,14152,United Kingdom,-12,"-10,20"
551724,3/5/2021,15976,United Kingdom,125,"209,99"
560606,20/7/2021,17422,United Kingdom,321,"293,07"
551432,28/4/2021,,United Kingdom,-5,"0,00"
579273,29/11/2021,15197,United Kingdom,267,"306,36"
552056,6/5/2021,16353,United Kingdom,72,"356,40"
566770,15/9/2021,15304,United Kingdom,12,"90,60"
577021,17/11/2021,12931,United Kingdom,906,"2209,74"
560718,20/7/2021,17677,United Kingdom,1005,"1682,59"
561271,26/7/2021,,United Kingdom,170,"0,00"
571047,13/10/2021,16042,United Kingdom,214,"388,72"
544286,17/2/2021,13151,United Kingdom,363,"1257,87"
540496,7/1/2021,15485,United Kingdom,187,"328,54"
577309,18/11/2021,15933,United Kingdom,269,"379,19"
565668,6/9/2021,15291,United Kingdom,291,"378,75"
C570301,10/10/2021,16900,United Kingdom,-1,"-682,05"
572690,25/10/2021,,United Kingdom,-111,"0,00"
563501,16/8/2021,15856,United Kingdom,14,"20,30"
561101,25/7/2021,16013,United Kingdom,336,"241,92"
549260,7/4/2021,17790,United Kingdom,39,"107,07"
562581,7/8/2021,15860,United Kingdom,59,"113,79"
577796,21/11/2021,15105,United Kingdom,66,"233,90"
575885,11/11/2021,16460,United Kingdom,140,"302,62"
558096,26/6/2021,15532,United Kingdom,174,"545,34"
566851,15/9/2021,15573,United Kingdom,220,"410,70"
545166,28/2/2021,17027,United Kingdom,88,"239,13"
537772,8/12/2020,18043,United Kingdom,172,"316,46"
548328,30/3/2021,,United Kingdom,-21,"0,00"
536591,1/12/2020,14606,United Kingdom,12,"39,06"
C579887,30/11/2021,16717,United Kingdom,-5,"-20,45"
550128,14/4/2021,,United Kingdom,9,"31,15"
541357,17/1/2021,14238,United Kingdom,111,"146,85"
542320,27/1/2021,14040,United Kingdom,71,"203,25"
C546881,17/3/2021,15159,United Kingdom,-3,"-17,85"
564062,22/8/2021,17706,United Kingdom,192,"931,50"
551560,3/5/2021,16133,United Kingdom,402,"820,74"
566453,12/9/2021,17811,United Kingdom,48,"84,50"
559371,8/7/2021,14264,United Kingdom,52,"218,27"
559370,8/7/2021,17042,United Kingdom,223,"185,51"
560039,14/7/2021,,United Kingdom,-3100,"0,00"
C552339,9/5/2021,14667,United Kingdom,-1,"-5,95"
540985,12/1/2021,17389,United Kingdom,24,"105,54"
575708,10/11/2021,13460,United Kingdom,89,"75,98"
560919,21/7/2021,15971,United Kingdom,100,"430,00"
571675,18/10/2021,13700,United Kingdom,148,"305,76"
C562887,10/8/2021,17994,United Kingdom,-20,"-25,00"
537363,6/12/2020,,United Kingdom,-20,"0,00"
574732,6/11/2021,13523,United Kingdom,528,"978,84"
556509,13/6/2021,12708,Germany,101,"289,77"
569894,6/10/2021,15707,United Kingdom,156,"188,22"
C567541,21/9/2021,15498,United Kingdom,-12,"-35,40"
568048,23/9/2021,14911,EIRE,717,"1261,09"
571920,19/10/2021,14799,United Kingdom,146,"157,70"
552960,12/5/2021,18218,United Kingdom,226,"352,70"
537130,5/12/2020,17796,United Kingdom,28,"114,65"
580603,5/12/2021,16642,United Kingdom,348,"380,60"
561329,26/7/2021,15044,United Kingdom,48,"154,21"
564231,24/8/2021,13468,United Kingdom,43,"121,37"
577311,18/11/2021,18225,United Kingdom,38,"110,22"
581007,7/12/2021,12912,United Kingdom,88,"187,92"
540940,12/1/2021,18109,United Kingdom,33,"214,18"
546537,14/3/2021,15005,United Kingdom,86,"181,44"
577172,18/11/2021,17760,United Kingdom,74,"115,05"
537210,5/12/2020,15953,United Kingdom,101,"209,84"
549584,11/4/2021,17574,United Kingdom,77,"185,65"
550459,18/4/2021,18116,United Kingdom,127,"189,98"
C549269,7/4/2021,16701,United Kingdom,-14,"-28,90"
569943,6/10/2021,14592,United Kingdom,234,"263,96"
570859,12/10/2021,18277,United Kingdom,68,"110,38"
553042,13/5/2021,15845,United Kingdom,128,"304,58"
557766,22/6/2021,16566,United Kingdom,88,"183,76"
C567677,21/9/2021,12409,Switzerland,-4,"-3,74"
540838,11/1/2021,13862,United Kingdom,308,"425,10"
C554374,24/5/2021,15128,United Kingdom,-7,"-22,45"
568371,26/9/2021,,United Kingdom,-41,"0,00"
569142,30/9/2021,13021,United Kingdom,12,"25,20"
566934,15/9/2021,18102,United Kingdom,2893,"13249,94"
537890,9/12/2020,15358,United Kingdom,36,"100,20"
577596,21/11/2021,18080,United Kingdom,312,"390,00"
559828,13/7/2021,16998,United Kingdom,2,"7,90"
563890,19/8/2021,15862,United Kingdom,140,"168,72"
557618,21/6/2021,14960,United Kingdom,20,"88,30"
577837,22/11/2021,14834,United Kingdom,120,"213,72"
C580770,6/12/2021,13255,United Kingdom,-3,"-8,85"
564825,30/8/2021,,United Kingdom,368,"1509,44"
572877,26/10/2021,17706,United Kingdom,24,"244,38"
550616,19/4/2021,15140,United Kingdom,270,"354,78"
568996,29/9/2021,13131,United Kingdom,153,"447,30"
557780,22/6/2021,,United Kingdom,11,"18,60"
567513,20/9/2021,14401,United Kingdom,106,"305,50"
C570276,10/10/2021,17419,United Kingdom,-3,"-14,85"
C559675,11/7/2021,13745,United Kingdom,-10,"-8,50"
539502,20/12/2020,14099,United Kingdom,411,"383,52"
536673,2/12/2020,14060,United Kingdom,504,"339,84"
540644,10/1/2021,16303,United Kingdom,418,"827,18"
549678,11/4/2021,16525,United Kingdom,128,"435,00"
567687,21/9/2021,17888,United Kingdom,20,"58,60"
573121,27/10/2021,15498,United Kingdom,10,"20,80"
569691,5/10/2021,18223,United Kingdom,287,"480,43"
C556729,14/6/2021,13319,United Kingdom,-4,"-23,55"
570001,7/10/2021,14427,United Kingdom,208,"321,74"
555147,31/5/2021,13505,Switzerland,364,"906,40"
C561232,26/7/2021,16133,United Kingdom,-6,"-15,60"
580138,2/12/2021,13199,United Kingdom,60,"188,76"
552065,6/5/2021,16729,United Kingdom,88,"190,54"
544893,24/2/2021,17865,United Kingdom,566,"596,24"
C576898,17/11/2021,17828,Malta,-2,"-130,00"
580656,5/12/2021,15621,United Kingdom,123,"235,57"
C566462,12/9/2021,14276,United Kingdom,-9,"-24,05"
568082,23/9/2021,14944,United Kingdom,556,"1308,82"
C561083,24/7/2021,13230,United Kingdom,-121,"-43,56"
548365,30/3/2021,,United Kingdom,-7,"0,00"
573829,1/11/2021,16830,United Kingdom,264,"325,91"
552538,10/5/2021,13692,United Kingdom,1,"14,95"
559312,7/7/2021,14180,United Kingdom,12,"97,50"
C538768,14/12/2020,14829,United Kingdom,-36,"-45,00"
C568570,28/9/2021,15358,United Kingdom,-2,"-3,30"
543655,11/2/2021,,United Kingdom,-42,"0,00"
543986,15/2/2021,16738,United Kingdom,3,"3,75"
561639,28/7/2021,,United Kingdom,-346,"0,00"
540545,9/1/2021,13451,United Kingdom,260,"401,49"
C541512,18/1/2021,17576,United Kingdom,-6,"-25,50"
580025,1/12/2021,15021,United Kingdom,110,"241,97"
552534,10/5/2021,,United Kingdom,3,"4,95"
565856,7/9/2021,17345,United Kingdom,116,"155,80"
566048,8/9/2021,16558,United Kingdom,244,"322,77"
C572109,20/10/2021,13350,United Kingdom,-3,"-68,40"
566056,8/9/2021,14410,United Kingdom,6,"4,11"
559458,8/7/2021,14104,United Kingdom,2,"104,95"
C541501,18/1/2021,13458,United Kingdom,-7,"-8,75"
543808,13/2/2021,17454,United Kingdom,77,"132,25"
541687,20/1/2021,,United Kingdom,-300,"0,00"
571459,17/10/2021,,United Kingdom,-80,"0,00"
571913,19/10/2021,18210,United Kingdom,623,"1258,37"
569839,6/10/2021,15769,United Kingdom,1300,"2327,00"
574704,6/11/2021,15696,United Kingdom,233,"719,61"
581217,8/12/2021,,United Kingdom,1853,"6947,75"
550440,18/4/2021,12407,Belgium,204,"269,66"
567931,22/9/2021,,United Kingdom,-11,"0,00"
548515,31/3/2021,,United Kingdom,3,"1,95"
C537788,8/12/2020,15916,United Kingdom,-2,"-18,30"
555070,31/5/2021,15863,United Kingdom,2,"9,20"
562950,11/8/2021,15608,United Kingdom,230,"285,68"
539245,16/12/2020,,United Kingdom,33,"81,99"
C578432,24/11/2021,12395,Belgium,-1,"-2,55"
567429,20/9/2021,17686,United Kingdom,223,"520,74"
549461,8/4/2021,,United Kingdom,-16,"0,00"
544941,25/2/2021,12841,United Kingdom,120,"169,94"
C548307,30/3/2021,17314,United Kingdom,-6,"-7,50"
564536,25/8/2021,13159,United Kingdom,251,"394,28"
574094,3/11/2021,,United Kingdom,-80,"0,00"
576864,16/11/2021,12748,United Kingdom,181,"206,28"
542633,31/1/2021,,United Kingdom,164,"661,42"
549978,13/4/2021,14834,United Kingdom,81,"243,69"
536986,3/12/2020,16140,United Kingdom,104,"124,14"
543479,8/2/2021,16998,United Kingdom,24,"90,00"
543540,9/2/2021,17412,United Kingdom,92,"141,36"
579921,1/12/2021,16839,United Kingdom,216,"487,92"
575728,10/11/2021,14911,EIRE,496,"1003,03"
541520,19/1/2021,12422,Australia,113,"238,50"
580285,2/12/2021,12695,France,14,"85,10"
C555652,6/6/2021,13094,United Kingdom,-6,"-6,36"
540014,4/1/2021,14606,United Kingdom,155,"339,68"
536990,3/12/2020,12793,Portugal,65,"131,80"
C558112,26/6/2021,17114,United Kingdom,-7,"-45,50"
544067,15/2/2021,16431,United Kingdom,143,"269,59"
537622,7/12/2020,13173,United Kingdom,114,"165,94"
576846,16/11/2021,13500,United Kingdom,289,"497,97"
576592,15/11/2021,13614,United Kingdom,256,"513,33"
559456,8/7/2021,13018,United Kingdom,12,"17,40"
566172,9/9/2021,17001,United Kingdom,224,"322,40"
C537824,8/12/2020,12870,United Kingdom,-2,"-14,90"
561863,31/7/2021,17695,United Kingdom,421,"411,74"
540459,7/1/2021,16191,United Kingdom,186,"479,10"
544692,23/2/2021,17499,United Kingdom,711,"622,88"
570690,11/10/2021,,United Kingdom,542,"1506,50"
558440,29/6/2021,17408,United Kingdom,3,"32,65"
544179,16/2/2021,17422,United Kingdom,219,"321,25"
543342,7/2/2021,17162,United Kingdom,294,"424,41"
549447,8/4/2021,17268,United Kingdom,192,"138,24"
546980,18/3/2021,13591,United Kingdom,128,"462,20"
569686,5/10/2021,12719,France,162,"283,60"
548276,30/3/2021,17863,United Kingdom,416,"481,20"
540855,12/1/2021,16353,United Kingdom,194,"445,60"
571547,18/10/2021,17679,United Kingdom,51,"348,91"
564846,30/8/2021,14507,United Kingdom,142,"309,38"
543832,14/2/2021,13381,United Kingdom,267,"416,11"
545072,28/2/2021,12781,Czech Republic,346,"549,26"
577333,18/11/2021,14868,United Kingdom,130,"370,14"
C566725,14/9/2021,14606,United Kingdom,-1,"-1,65"
554701,26/5/2021,12974,United Kingdom,24,"144,80"
558114,27/6/2021,14911,EIRE,79,"200,15"
C562798,9/8/2021,12929,United Kingdom,-1,"-12,75"
558643,1/7/2021,13534,United Kingdom,202,"410,90"
574081,2/11/2021,15804,United Kingdom,270,"362,43"
552264,8/5/2021,14959,United Kingdom,204,"243,72"
540227,5/1/2021,,United Kingdom,1,"4,95"
576809,16/11/2021,14851,United Kingdom,186,"305,22"
551339,27/4/2021,,United Kingdom,192,"887,23"
551667,3/5/2021,,United Kingdom,6,"0,00"
C560588,19/7/2021,13767,United Kingdom,-3,"-6,25"
566833,15/9/2021,17865,United Kingdom,128,"237,08"
572666,25/10/2021,15134,United Kingdom,228,"166,92"
551870,4/5/2021,17811,United Kingdom,132,"194,30"
576595,15/11/2021,14911,EIRE,199,"376,58"
547418,23/3/2021,13148,United Kingdom,173,"369,09"
564201,24/8/2021,12540,Spain,317,"509,34"
C563899,21/8/2021,17097,Spain,-2,"-16,50"
578305,23/11/2021,14088,United Kingdom,2111,"10584,77"
579865,30/11/2021,16915,United Kingdom,42,"109,68"
575696,10/11/2021,,United Kingdom,8,"10,00"
555840,7/6/2021,15805,United Kingdom,36,"70,20"
552061,6/5/2021,13001,United Kingdom,696,"1264,08"
568480,27/9/2021,17490,United Kingdom,118,"396,20"
C541089,13/1/2021,14229,United Kingdom,-1,"-4,95"
548000,29/3/2021,,United Kingdom,-7,"0,00"
557667,22/6/2021,15606,United Kingdom,91,"309,81"
C539031,15/12/2020,12647,Germany,-12,"-52,90"
547154,21/3/2021,15299,United Kingdom,480,"600,00"
561813,29/7/2021,13104,United Kingdom,48,"162,72"
552647,10/5/2021,13012,United Kingdom,2,"16,50"
555517,5/6/2021,13131,United Kingdom,128,"324,90"
559315,7/7/2021,13456,United Kingdom,101,"430,00"
C539090,16/12/2020,16996,United Kingdom,-1,"-2,95"
563361,15/8/2021,15315,United Kingdom,262,"233,54"
569016,30/9/2021,14916,United Kingdom,306,"301,22"
547060,20/3/2021,17954,United Kingdom,116,"135,44"
542871,1/2/2021,,United Kingdom,50,"21,00"
536643,2/12/2020,14390,United Kingdom,74,"223,70"
571129,14/10/2021,14156,EIRE,353,"406,84"
568392,27/9/2021,14272,United Kingdom,512,"305,87"
574822,7/11/2021,,United Kingdom,-1284,"0,00"
550150,14/4/2021,15230,United Kingdom,12,"59,40"
557625,21/6/2021,15159,United Kingdom,336,"469,72"
576593,15/11/2021,15720,United Kingdom,281,"598,73"
580284,2/12/2021,15311,United Kingdom,59,"252,11"
573873,1/11/2021,17346,United Kingdom,104,"192,53"
C537998,9/12/2020,17411,United Kingdom,-8,"-30,00"
553572,18/5/2021,18223,United Kingdom,255,"591,65"
551445,28/4/2021,17991,United Kingdom,23,"87,45"
580399,4/12/2021,13471,United Kingdom,532,"892,94"
556084,8/6/2021,17491,United Kingdom,52,"135,00"
540558,10/1/2021,,United Kingdom,-29,"0,00"
550620,19/4/2021,12585,Germany,407,"777,25"
579942,1/12/2021,16145,United Kingdom,180,"367,39"
555848,7/6/2021,16081,United Kingdom,182,"424,24"
566241,11/9/2021,15939,United Kingdom,156,"254,76"
549183,7/4/2021,14239,United Kingdom,53,"144,95"
C537611,7/12/2020,17675,United Kingdom,-36,"-75,60"
541570,19/1/2021,14646,Netherlands,6072,"7722,04"
575945,13/11/2021,15864,United Kingdom,288,"305,28"
545340,2/3/2021,15416,United Kingdom,786,"1375,24"
567475,20/9/2021,16360,United Kingdom,176,"263,92"
540518,9/1/2021,14761,United Kingdom,58,"97,50"
576193,14/11/2021,,United Kingdom,-8,"0,00"
C562954,11/8/2021,17429,United Kingdom,-8,"-12,80"
571199,14/10/2021,17949,United Kingdom,300,"108,00"
556631,13/6/2021,13080,United Kingdom,120,"58,08"
563216,14/8/2021,17841,United Kingdom,134,"278,46"
C570004,7/10/2021,13198,United Kingdom,-2,"-6,20"
C572113,20/10/2021,15179,United Kingdom,-1,"-4,25"
565150,1/9/2021,14298,United Kingdom,4871,"5590,67"
563831,19/8/2021,18081,United Kingdom,24,"94,80"
578936,27/11/2021,16923,United Kingdom,278,"506,61"
C578368,24/11/2021,16191,United Kingdom,-96,"-177,60"
548215,30/3/2021,15674,United Kingdom,198,"355,12"
571681,18/10/2021,16734,United Kingdom,237,"344,35"
544668,22/2/2021,16573,United Kingdom,111,"292,63"
563371,16/8/2021,14006,United Kingdom,194,"300,10"
557471,20/6/2021,15825,United Kingdom,220,"532,94"
536425,1/12/2020,13758,United Kingdom,137,"362,45"
570864,12/10/2021,16945,United Kingdom,194,"294,22"
568169,25/9/2021,14152,United Kingdom,342,"306,78"
576896,17/11/2021,14735,United Kingdom,80,"181,60"
555276,1/6/2021,,United Kingdom,302,"1496,98"
560266,17/7/2021,17389,United Kingdom,66,"338,70"
551272,27/4/2021,17530,United Kingdom,12,"29,88"
572325,24/10/2021,14607,United Kingdom,600,"1044,00"
548664,1/4/2021,14911,EIRE,713,"1407,19"
538057,9/12/2020,13102,United Kingdom,210,"316,82"
554287,23/5/2021,,United Kingdom,-48,"0,00"
577695,21/11/2021,15645,United Kingdom,256,"612,01"
C547675,24/3/2021,17754,United Kingdom,-49,"-32,34"
563737,18/8/2021,16261,United Kingdom,58,"163,42"
548740,4/4/2021,13319,United Kingdom,216,"599,84"
566562,13/9/2021,17365,United Kingdom,1147,"1126,47"
551700,3/5/2021,,United Kingdom,-38,"0,00"
557153,17/6/2021,13735,United Kingdom,214,"474,54"
573994,2/11/2021,17135,United Kingdom,313,"99,42"
C562909,10/8/2021,17602,United Kingdom,-11,"-13,75"
544794,23/2/2021,13854,United Kingdom,84,"385,46"
544334,17/2/2021,16353,United Kingdom,24,"118,80"
C546535,14/3/2021,15502,United Kingdom,-1,"-4,25"
580969,6/12/2021,16076,United Kingdom,82,"160,98"
536611,2/12/2020,15752,United Kingdom,153,"259,65"
546121,9/3/2021,14085,United Kingdom,107,"155,45"
C538805,14/12/2020,14708,United Kingdom,-6,"-29,70"
565777,6/9/2021,12569,Germany,21,"106,80"
544356,18/2/2021,13904,United Kingdom,223,"201,12"
580978,6/12/2021,13078,United Kingdom,552,"839,08"
558862,4/7/2021,13901,United Kingdom,856,"1561,09"
C570775,12/10/2021,12664,Finland,-1,"-18,00"
561861,31/7/2021,16839,United Kingdom,190,"458,94"
542595,30/1/2021,14040,United Kingdom,174,"421,10"
567203,19/9/2021,16080,United Kingdom,62,"86,90"
567354,19/9/2021,18017,United Kingdom,100,"179,00"
536744,2/12/2020,14466,United Kingdom,137,"379,75"
540636,10/1/2021,17381,United Kingdom,200,"212,00"
545536,3/3/2021,12417,Belgium,126,"410,00"
562924,10/8/2021,16750,United Kingdom,45,"98,38"
563576,17/8/2021,12748,United Kingdom,47,"146,19"
542624,31/1/2021,,United Kingdom,106,"677,43"
550015,14/4/2021,17735,United Kingdom,551,"848,87"
566040,8/9/2021,12540,Spain,243,"459,99"
C558082,26/6/2021,16239,United Kingdom,-10,"-41,30"
547134,21/3/2021,15996,United Kingdom,45,"169,73"
541708,21/1/2021,18223,United Kingdom,10,"19,50"
537769,8/12/2020,15021,United Kingdom,94,"205,64"
576190,14/11/2021,15039,United Kingdom,61,"137,58"
577833,22/11/2021,17315,United Kingdom,58,"145,65"
537429,6/12/2020,12748,United Kingdom,119,"82,12"
564375,25/8/2021,13078,United Kingdom,350,"665,90"
C540792,11/1/2021,16203,United Kingdom,-1,"-3,75"
552638,10/5/2021,17700,United Kingdom,180,"522,96"
566988,16/9/2021,16709,United Kingdom,330,"1045,28"
568317,26/9/2021,17491,United Kingdom,89,"305,51"
564943,31/8/2021,17706,United Kingdom,100,"275,70"
556476,12/6/2021,17175,United Kingdom,182,"302,62"
C539667,21/12/2020,13148,United Kingdom,-57,"-42,05"
580596,5/12/2021,15392,United Kingdom,207,"304,41"
572996,27/10/2021,,United Kingdom,-34,"0,00"
548213,30/3/2021,15521,United Kingdom,433,"475,69"
556106,8/6/2021,14056,United Kingdom,187,"393,34"
566275,11/9/2021,16549,United Kingdom,242,"452,49"
561360,26/7/2021,16133,United Kingdom,260,"375,00"
570642,11/10/2021,15024,United Kingdom,127,"73,66"
538862,14/12/2020,16710,United Kingdom,52,"149,50"
558501,30/6/2021,13871,United Kingdom,257,"615,09"
562370,4/8/2021,12626,Germany,556,"1062,84"
548358,30/3/2021,15832,United Kingdom,465,"836,79"
559893,13/7/2021,14498,United Kingdom,284,"608,46"
547538,23/3/2021,13534,United Kingdom,144,"264,80"
559359,7/7/2021,14702,United Kingdom,92,"109,90"
568819,29/9/2021,17427,United Kingdom,34,"100,80"
549947,13/4/2021,18260,United Kingdom,314,"451,58"
564634,26/8/2021,14210,United Kingdom,119,"306,19"
565406,4/9/2021,13804,United Kingdom,144,"188,30"
578009,22/11/2021,14467,United Kingdom,58,"114,14"
555592,6/6/2021,14215,United Kingdom,132,"176,16"
547371,22/3/2021,14377,United Kingdom,124,"314,60"
567890,22/9/2021,14125,United Kingdom,972,"1295,43"
576690,16/11/2021,15900,United Kingdom,221,"351,11"
567707,22/9/2021,14676,United Kingdom,268,"480,04"
565204,1/9/2021,15829,United Kingdom,576,"310,70"
C568055,23/9/2021,17929,United Kingdom,-1,"-8,50"
574936,7/11/2021,13066,United Kingdom,136,"151,81"
575190,9/11/2021,15189,United Kingdom,300,"742,20"
C542742,31/1/2021,15358,United Kingdom,-112,"-84,20"
575976,13/11/2021,15271,United Kingdom,80,"183,14"
553916,20/5/2021,17166,United Kingdom,57,"127,59"
572884,26/10/2021,13924,United Kingdom,130,"309,90"
547100,21/3/2021,15615,United Kingdom,382,"536,78"
576835,16/11/2021,,United Kingdom,-2,"0,00"
C574473,4/11/2021,15809,United Kingdom,-50,"-116,56"
C538099,9/12/2020,15279,United Kingdom,-4,"-13,10"
575053,8/11/2021,16945,United Kingdom,24,"56,60"
538063,9/12/2020,18102,United Kingdom,96,"1914,24"
560500,19/7/2021,17975,United Kingdom,52,"131,66"
C547854,27/3/2021,14586,United Kingdom,-48,"-23,28"
544060,15/2/2021,13623,United Kingdom,61,"156,00"
553371,16/5/2021,17288,United Kingdom,204,"245,88"
560993,22/7/2021,,United Kingdom,6,"20,10"
C540470,7/1/2021,14505,United Kingdom,-2,"-11,44"
C549265,7/4/2021,16245,United Kingdom,-3,"-8,85"
C578077,22/11/2021,12936,United Kingdom,-20,"-51,00"
566583,13/9/2021,15343,United Kingdom,84,"364,50"
573038,27/10/2021,17545,United Kingdom,214,"344,14"
558921,5/7/2021,15078,United Kingdom,10,"20,80"
579413,29/11/2021,13668,United Kingdom,218,"424,29"
554130,23/5/2021,17949,United Kingdom,24,"204,00"
575089,8/11/2021,13437,United Kingdom,264,"422,04"
C569988,6/10/2021,17231,United Kingdom,-1,"-2,95"
C551737,4/5/2021,14606,United Kingdom,-1,"-2,10"
544793,23/2/2021,13694,United Kingdom,1152,"218,88"
554634,25/5/2021,,United Kingdom,64,"0,00"
568222,26/9/2021,16603,United Kingdom,117,"185,85"
C563225,14/8/2021,14911,EIRE,-1,"-434,51"
556129,9/6/2021,14060,United Kingdom,294,"438,00"
568953,29/9/2021,12728,France,163,"219,02"
550208,15/4/2021,,United Kingdom,112,"851,51"
564785,30/8/2021,,United Kingdom,7,"7,09"
C541823,21/1/2021,17677,United Kingdom,-1,"-2,10"
544368,18/2/2021,14057,United Kingdom,493,"623,78"
573420,31/10/2021,18223,United Kingdom,601,"1389,05"
551842,4/5/2021,16678,United Kingdom,186,"223,22"
563352,15/8/2021,15706,United Kingdom,160,"450,05"
581416,8/12/2021,14569,United Kingdom,79,"227,39"
579116,28/11/2021,17346,United Kingdom,128,"193,03"
539303,16/12/2020,16684,United Kingdom,202,"436,86"
557141,17/6/2021,16779,United Kingdom,238,"387,66"
574592,6/11/2021,14820,United Kingdom,58,"139,10"
C562280,4/8/2021,16133,United Kingdom,-25,"-19,46"
566727,14/9/2021,17347,United Kingdom,216,"228,96"
553543,17/5/2021,,United Kingdom,107,"635,03"
C553667,18/5/2021,14755,United Kingdom,-2,"-44,90"
C540244,5/1/2021,17213,United Kingdom,-2,"-3,80"
567304,19/9/2021,14704,United Kingdom,68,"165,32"
C570704,12/10/2021,13208,United Kingdom,-18,"-18,00"
579471,29/11/2021,,United Kingdom,404,"3063,88"
569383,3/10/2021,15159,United Kingdom,1127,"1395,09"
544915,24/2/2021,13777,United Kingdom,90,"179,04"
564140,23/8/2021,12621,Germany,361,"415,17"
C557165,17/6/2021,15238,United Kingdom,-1,"-2,95"
C563577,17/8/2021,17949,United Kingdom,-2105,"-2231,30"
551135,26/4/2021,16729,United Kingdom,5,"7,25"
C567543,21/9/2021,13418,United Kingdom,-39,"-28,59"
548393,30/3/2021,,United Kingdom,1,"4,95"
551572,3/5/2021,,United Kingdom,-6,"0,00"
573907,1/11/2021,13021,United Kingdom,117,"299,10"
548872,4/4/2021,13015,United Kingdom,88,"108,00"
554664,25/5/2021,14397,United Kingdom,40,"76,80"
C565382,2/9/2021,14096,United Kingdom,-1,"-13,01"
564732,28/8/2021,16466,United Kingdom,129,"233,67"
547921,28/3/2021,14766,United Kingdom,466,"628,66"
574281,3/11/2021,14856,United Kingdom,225,"297,91"
561009,22/7/2021,15856,United Kingdom,484,"489,60"
550182,14/4/2021,18198,United Kingdom,248,"331,28"
578109,23/11/2021,14020,United Kingdom,261,"311,66"
565914,7/9/2021,18093,United Kingdom,180,"89,64"
555549,5/6/2021,13637,United Kingdom,139,"262,25"
543280,6/2/2021,14438,United Kingdom,82,"131,90"
550657,20/4/2021,18198,United Kingdom,296,"302,56"
573983,2/11/2021,,United Kingdom,3,"0,00"
558053,24/6/2021,15027,United Kingdom,119,"312,85"
566235,11/9/2021,15636,United Kingdom,202,"418,06"
576060,13/11/2021,13681,United Kingdom,68,"179,67"
545570,3/3/2021,12817,Austria,53,"166,04"
553742,19/5/2021,16133,United Kingdom,414,"310,50"
C546205,10/3/2021,18223,United Kingdom,-1,"-2,84"
569461,4/10/2021,16556,United Kingdom,548,"757,42"
C538713,14/12/2020,16570,United Kingdom,-3,"-36,65"
540564,10/1/2021,,United Kingdom,-2600,"0,00"
555499,3/6/2021,15812,United Kingdom,147,"289,46"
572514,24/10/2021,,United Kingdom,-4,"0,00"
560906,21/7/2021,15827,United Kingdom,52,"173,80"
C537164,5/12/2020,14527,United Kingdom,-1,"-29,29"
543647,10/2/2021,12841,United Kingdom,66,"106,80"
538175,10/12/2020,12471,Germany,21,"378,00"
542106,25/1/2021,12709,Germany,314,"1116,90"
547331,22/3/2021,,United Kingdom,-20,"0,00"
566438,12/9/2021,15996,United Kingdom,44,"152,82"
570115,7/10/2021,13798,United Kingdom,1026,"1482,20"
C559608,11/7/2021,14690,United Kingdom,-7,"-13,09"
557410,20/6/2021,14701,United Kingdom,61,"109,58"
577045,17/11/2021,17428,United Kingdom,100,"145,00"
C566263,11/9/2021,14606,United Kingdom,-1,"-2,10"
C575081,8/11/2021,12483,Sweden,-6,"-20,85"
554696,25/5/2021,,United Kingdom,5,"0,00"
577100,17/11/2021,16009,United Kingdom,20,"59,00"
539408,17/12/2020,12720,Germany,224,"183,74"
569835,6/10/2021,15518,United Kingdom,146,"317,69"
550637,19/4/2021,14415,United Kingdom,187,"397,14"
577347,18/11/2021,13960,United Kingdom,102,"102,12"
581413,8/12/2021,16833,United Kingdom,134,"435,24"
575183,9/11/2021,13046,United Kingdom,188,"431,59"
559201,7/7/2021,14217,United Kingdom,23,"95,75"
579673,30/11/2021,18283,United Kingdom,134,"223,61"
537027,3/12/2020,,United Kingdom,-140,"0,00"
557760,22/6/2021,12901,United Kingdom,598,"542,70"
563211,14/8/2021,17049,United Kingdom,176,"330,28"
578328,23/11/2021,,United Kingdom,-696,"0,00"
552838,11/5/2021,15732,United Kingdom,118,"156,02"
C579924,1/12/2021,16293,United Kingdom,-3,"-3,75"
574150,3/11/2021,13709,United Kingdom,32,"92,38"
563431,16/8/2021,16266,United Kingdom,53,"110,38"
556205,9/6/2021,15827,United Kingdom,94,"203,98"
